,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"11,460","194,520",5.9%
2,"青森
※3",375,"8,163",4.6%
3,"※3※4※5
岩手",306,"11,317",2.7%
4,"宮城
※3※5","1,531","21,856",7.0%
5,秋田,94,"3,842",2.4%
6,山形,265,"9,181",2.9%
7,"福島
※3",622,"45,958",1.4%
8,茨城,"2,012","17,994",11.2%
9,"栃木
※3※5",880,"62,128",1.4%
10,"群馬
※3※5","1,683","43,085",3.9%
11,"埼玉
※4","10,543","266,533",4.0%
12,千葉,"8,269","192,386",4.3%
13,"東京
※1","47,530","858,689",5.5%
14,神奈川,"15,172","286,971",5.3%
15,"新潟
※3※5",408,"24,569",1.7%
16,"富山
※3※5",474,"19,105",2.5%
17,"石川
※3",916,"25,019",3.7%
18,"福井
※3",332,"16,651",2.0%
19,"山梨
※3",451,"14,184",3.2%
20,"⾧野
※3※5",977,"36,749",2.7%
21,"岐阜
※5","1,509","50,749",3.0%
22,"静岡
※3※4","2,199","69,589",3.2%
23,"※3※4※5
愛知","12,706","153,696",8.3%
24,"三重
※3","1,072","24,205",4.4%
