,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,565","34,080",4.6%
2,"青森
※３",32,"1,580",2.0%
3,"岩手
※３※６",7,"1,943",0.4%
4,"宮城
※３",182,"6,821",2.7%
5,秋田,35,"1,415",2.5%
6,山形,76,"2,983",2.5%
7,"福島
※３",98,"11,156",0.9%
8,茨城,406,"8,687",4.7%
9,"栃木
※３",249,"16,771",1.5%
10,"群馬
※３※６",238,"9,521",2.5%
11,埼玉,"2,956","82,420",3.6%
12,千葉,"2,224","33,780",6.6%
13,"東京
※１","16,252","234,452",6.9%
14,神奈川,"3,305","42,717",7.7%
15,"新潟
※３",128,"7,533",1.7%
16,"富山
※６",293,"6,132",4.8%
17,"石川
※３",390,"3,645",10.7%
18,"福井
※３",154,"5,611",2.7%
19,"山梨
※３",132,"8,237",1.6%
20,"⾧野
※３※６",134,"9,824",1.4%
21,"岐阜
※６",475,"13,702",3.5%
22,"静岡
※３、５",376,"17,350",2.2%
23,愛知,"3,239","34,011",9.5%
24,"三重
※３",249,"6,647",3.7%
