,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",171,"4,368",3.9%
2,京都,758,"17,749",4.3%
3,"大阪
※３※６","4,057","72,661",5.6%
4,"兵庫
※３,４,6","1,158","25,952",4.5%
5,"奈良
※６",235,"8,733",2.7%
6,和歌山,150,"6,159",2.4%
7,"鳥取
※３",15,"2,785",0.5%
8,"島根
※６",29,"2,916",1.0%
9,岡山,79,"2,974",2.7%
10,"広島
※３",312,"11,610",2.7%
11,山口,53,"3,872",1.4%
12,"徳島
※３",25,"1,788",1.4%
13,"香川
※６",46,"4,635",1.0%
14,愛媛,89,"3,006",3.0%
15,高知,80,"2,252",3.6%
16,福岡,"1,756","23,888",7.4%
17,"佐賀
※３",82,"2,407",3.4%
18,長崎,74,"6,830",1.1%
19,熊本,191,"5,498",3.5%
20,大分,66,"6,680",1.0%
21,宮崎,121,"3,985",3.0%
22,鹿児島,236,"10,464",2.3%
23,"沖縄
※３",395,"8,033",4.9%
24,"長崎船
※２
その他",149,-,-
25,合計,"35,233","704,483",5.0%
