,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",106,"2,847",3.7%
2,京都,456,"12,393",3.7%
3,"大阪
※３※６","2,045","47,608",4.3%
4,"兵庫
※３、４",739,"17,192",4.3%
5,奈良,126,"4,383",2.9%
6,和歌山,84,"4,578",1.8%
7,"鳥取
※３",5,"2,108",0.2%
8,島根,24,"1,291",1.9%
9,岡山,28,"2,056",1.4%
10,"広島
※３",182,"8,477",2.1%
11,山口,37,"2,739",1.4%
12,"徳島
※３",10,"1,227",0.8%
13,香川,30,"3,045",1.0%
14,愛媛,82,"2,682",3.1%
15,高知,75,"2,028",3.7%
16,福岡,924,"18,126",5.1%
17,"佐賀
※３",47,"1,725",2.7%
18,長崎,30,"4,151",0.7%
19,熊本,49,"4,465",1.1%
20,大分,60,"5,457",1.1%
21,宮崎,20,"1,716",1.2%
22,鹿児島,155,"7,150",2.2%
23,沖縄,148,"3,326",4.4%
24,"長崎船
※２
その他",149,-,-
25,合計,"22,081","488,444",4.5%
