,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",557,"14,505",3.8%
2,京都,"2,061","52,973",3.9%
3,"大阪
※3※5","12,876","237,923",5.4%
4,"※3※4※5
兵庫","3,265","69,217",4.7%
5,"奈良
※5",664,"24,985",2.7%
6,和歌山,277,"10,448",2.7%
7,"鳥取
※3",38,"5,775",0.7%
8,"島根
※5",141,"6,281",2.2%
9,"岡山
※4",291,"11,198",2.6%
10,"広島
※3",662,"27,820",2.4%
11,"山口
※4",213,"11,931",1.8%
12,"徳島
※3",164,"7,495",2.2%
13,"香川
※5",101,"13,601",0.7%
14,愛媛,116,"4,392",2.6%
15,高知,144,"3,650",3.9%
16,"※3※4※5
福岡","5,236","165,588",3.2%
17,"佐賀
※3",256,"7,117",3.6%
18,⾧崎,244,"22,786",1.1%
19,熊本,808,"19,632",4.1%
20,大分,159,"20,997",0.8%
21,宮崎,367,"8,799",4.2%
22,鹿児島,475,"22,533",2.1%
23,"沖縄
※3","3,373","58,991",5.7%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"101,078","2,467,009",4.1%
