,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,278","22,347",5.7%
2,"⻘森
※３",27,"1,027",2.6%
3,"岩手
※３",0,"1,046",0.0%
4,"宮城
※３",98,"4,251",2.3%
5,秋田,16,"1,007",1.6%
6,山形,71,"2,609",2.7%
7,"福島
※３",82,"7,477",1.1%
8,茨城,188,"5,621",3.3%
9,"栃木
※３",88,"8,464",1.0%
10,"群馬
※３",155,"5,558",2.8%
11,埼玉,"1,330","41,312",3.2%
12,千葉,"1,040","19,479",5.3%
13,"東京
※１","7,048","100,107",7.0%
14,神奈川,"1,628","13,695",11.9%
15,"新潟
※３",86,"5,170",1.7%
16,富山,229,"4,147",5.5%
17,"石川
※３",300,"2,944",10.2%
18,"福井
※３",122,"3,587",3.4%
19,"山梨
※３",75,"6,061",1.2%
20,"⻑野
※３",77,"3,411",2.3%
21,岐阜,160,"5,567",2.9%
22,"静岡
※３、５",88,"8,188",1.1%
23,愛知,526,"13,693",3.8%
24,"三重
※３",46,"2,993",1.5%
