,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",436,"8,601",5.1%
2,京都,"1,401","29,864",4.7%
3,"大阪
※３※６","8,339","130,220",6.4%
4,"兵庫
※３,４,6","2,209","42,734",5.2%
5,"奈良
※６",508,"12,972",3.9%
6,和歌山,228,"8,484",2.7%
7,"鳥取
※３",22,"4,530",0.5%
8,"島根
※６",137,"4,804",2.9%
9,岡山,145,"5,880",2.5%
10,"広島
※３",454,"17,447",2.6%
11,山口,151,"6,423",2.4%
12,"徳島
※３",127,"5,426",2.3%
13,"香川
※６",74,"7,772",1.0%
14,愛媛,114,"3,769",3.0%
15,高知,119,"2,897",4.1%
16,福岡,"4,346","39,483",11.0%
17,"佐賀
※３",235,"4,917",4.8%
18,長崎,224,"13,819",1.6%
19,熊本,498,"10,890",4.6%
20,大分,144,"11,839",1.2%
21,宮崎,331,"7,943",4.2%
22,鹿児島,356,"14,952",2.4%
23,"沖縄
※３","2,056","22,624",9.1%
24,"長崎船
※２
その他",149,0,-
25,合計,"65,645","1,278,064",5.1%
