,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,559","70,602",3.6%
2,"青森
※3",134,"3,292",4.1%
3,"※3※4※5
岩手",26,"4,920",0.5%
4,"宮城
※3※5",529,"12,420",4.3%
5,秋田,60,"2,385",2.5%
6,山形,81,"5,455",1.5%
7,"福島
※3",369,"25,607",1.4%
8,茨城,730,"13,450",5.4%
9,"栃木
※3※5",471,"34,579",1.4%
10,"群馬
※3※5",797,"26,713",3.0%
11,"埼玉
※4","5,426","165,888",3.3%
12,千葉,"4,588","113,803",4.0%
13,"東京
※1","29,185","548,184",5.3%
14,神奈川,"8,012","181,055",4.4%
15,"新潟
※3※5",180,"17,023",1.1%
16,"富山
※3※5",422,"14,109",3.0%
17,"石川
※3",795,"15,522",5.1%
18,"福井
※3",256,"10,592",2.4%
19,"山梨
※3",199,"11,267",1.8%
20,"⾧野
※3※5",326,"21,361",1.5%
21,"岐阜
※5",647,"25,188",2.6%
22,"静岡
※3※4",580,"40,000",1.5%
23,"※3※4※5
愛知","5,700","90,514",6.3%
24,"三重
※3",550,"14,854",3.7%
