,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",128,"3,449",3.7%
2,京都,586,"14,909",3.9%
3,"大阪
※３※６","2,662","57,990",4.6%
4,"兵庫
※３,４,6",853,"20,016",4.3%
5,"奈良
※６",171,"7,978",2.1%
6,和歌山,100,"5,210",1.9%
7,"鳥取
※３",5,"2,255",0.2%
8,"島根
※６",26,"2,033",1.3%
9,岡山,44,"2,459",1.8%
10,"広島
※３",220,"9,665",2.3%
11,山口,43,"3,375",1.3%
12,"徳島
※３",10,"1,470",0.7%
13,"香川
※６",44,"4,149",1.1%
14,愛媛,83,"2,757",3.0%
15,高知,77,"2,148",3.6%
16,福岡,"1,113","19,892",5.6%
17,"佐賀
※３",55,"1,836",3.0%
18,長崎,47,"5,241",0.9%
19,熊本,52,"4,607",1.1%
20,大分,60,"5,913",1.0%
21,宮崎,20,"1,868",1.1%
22,鹿児島,172,"8,314",2.1%
23,沖縄,157,"3,830",4.1%
24,"長崎船
※２
その他",149,-,-
25,合計,"26,529","579,185",4.6%
