,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",242,"5,042",4.8%
2,京都,903,"20,598",4.4%
3,"大阪
※３※６","5,141","84,749",6.1%
4,"兵庫
※３,４,6","1,423","29,623",4.8%
5,"奈良
※６",293,"9,920",3.0%
6,和歌山,173,"6,714",2.6%
7,"鳥取
※３",21,"3,868",0.5%
8,"島根
※６",29,"3,027",1.0%
9,岡山,103,"3,270",3.1%
10,"広島
※３",387,"13,999",2.8%
11,山口,64,"4,221",1.5%
12,"徳島
※３",53,"2,364",2.2%
13,"香川
※６",53,"5,029",1.1%
14,愛媛,100,"3,162",3.2%
15,高知,82,"2,344",3.5%
16,福岡,"2,479","28,362",8.7%
17,"佐賀
※３",133,"3,036",4.4%
18,⾧崎,144,"8,429",1.7%
19,熊本,322,"6,845",4.7%
20,大分,76,"7,572",1.0%
21,宮崎,195,"5,806",3.4%
22,鹿児島,266,"11,550",2.3%
23,"沖縄
※３",784,"11,078",7.1%
24,"⾧崎船
※２
その他",149,-,-
25,合計,"43,152","830,960",5.2%
