,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,776",5.6%
2,京都,358,"7,773",4.6%
3,"大阪
※３","1,782","29,739",6.0%
4,兵庫,699,"10,855",6.4%
5,"奈良
※４",92,"2,545",3.6%
6,和歌山,63,"3,651",1.7%
7,鳥取,3,"1,314",0.2%
8,島根,24,"1,098",2.2%
9,岡山,25,"1,664",1.5%
10,"広島
※３",167,"6,841",2.4%
11,山口,37,"1,669",2.2%
12,"徳島
※３",5,719,0.7%
13,香川,28,"2,131",1.3%
14,愛媛,81,"1,982",4.1%
15,高知,74,"1,755",4.2%
16,福岡,674,"12,010",5.6%
17,"佐賀
※３",47,"1,389",3.4%
18,長崎,17,"2,699",0.6%
19,熊本,48,"3,878",1.2%
20,大分,60,"3,908",1.5%
21,宮崎,17,"1,362",1.2%
22,鹿児島,10,"1,745",0.6%
23,沖縄,142,"2,836",5.0%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,498","237,367",7.0%
