,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",531,"13,450",3.9%
2,京都,"1,934","49,696",3.9%
3,"大阪
※3※5","11,702","217,762",5.4%
4,"※3※4※5
兵庫","3,027","64,611",4.7%
5,"奈良
※5",618,"23,550",2.6%
6,和歌山,260,"10,021",2.6%
7,"鳥取
※3",35,"5,567",0.6%
8,"島根
※5",140,"6,066",2.3%
9,"岡山
※4",185,"8,654",2.1%
10,"広島
※3",651,"26,180",2.5%
11,"山口
※4",210,"11,214",1.9%
12,"徳島
※3",163,"7,304",2.2%
13,"香川
※5",99,"12,691",0.8%
14,愛媛,116,"4,274",2.7%
15,高知,140,"3,591",3.9%
16,"※3※4※5
福岡","5,153","154,248",3.3%
17,"佐賀
※3",253,"6,774",3.7%
18,⾧崎,242,"21,126",1.1%
19,熊本,754,"18,644",4.0%
20,大分,159,"19,633",0.8%
21,宮崎,366,"8,729",4.2%
22,鹿児島,463,"21,588",2.1%
23,"沖縄
※3","3,012","49,145",6.1%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"93,405","2,249,260",4.2%
