,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"2,089",4.8%
2,京都,360,"8,953",4.0%
3,"大阪
※３","1,786","35,176",5.1%
4,兵庫,699,"11,932",5.9%
5,奈良,92,"3,240",2.8%
6,和歌山,63,"3,853",1.6%
7,鳥取,3,"1,422",0.2%
8,島根,24,"1,200",2.0%
9,岡山,25,"1,827",1.4%
10,"広島
※３",168,"7,393",2.3%
11,山口,37,"1,929",1.9%
12,"徳島
※３",5,819,0.6%
13,香川,28,"2,380",1.2%
14,愛媛,82,"2,510",3.3%
15,高知,74,"1,893",3.9%
16,"福岡
※３、４",822,"14,926",5.5%
17,"佐賀
※３",47,"1,552",3.0%
18,長崎,17,"3,019",0.6%
19,熊本,48,"4,092",1.2%
20,大分,60,"4,409",1.4%
21,宮崎,17,"1,470",1.2%
22,鹿児島,11,"2,289",0.5%
23,沖縄,142,"2,957",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,238","281,697",6.1%
