,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,277","22,261",5.7%
2,"青森
※３",27,"1,020",2.6%
3,"岩手
※３",0,"1,026",0.0%
4,"宮城
※３",98,"4,089",2.4%
5,秋田,16,"1,007",1.6%
6,山形,71,"2,595",2.7%
7,"福島
※３",82,"7,370",1.1%
8,茨城,187,"5,561",3.4%
9,"栃木
※３",87,"8,201",1.1%
10,"群馬
※３",155,"5,375",2.9%
11,埼玉,"1,282","40,308",3.2%
12,千葉,"1,030","19,367",5.3%
13,"東京
※１","6,973","96,939",7.2%
14,神奈川,"1,605","13,437",11.9%
15,"新潟
※３",85,"5,137",1.7%
16,富山,228,"4,132",5.5%
17,"石川
※３",300,"2,937",10.2%
18,"福井
※３",122,"3,558",3.4%
19,"山梨
※３",75,"6,012",1.2%
20,"長野
※３",77,"3,382",2.3%
21,岐阜,163,"5,519",3.0%
22,"静岡
※３、５",86,"8,040",1.1%
23,愛知,526,"13,558",3.9%
24,"三重
※３",46,"2,980",1.5%
