,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,289","23,073",5.6%
2,"⻘森
※３",29,"1,065",2.7%
3,"岩手
※３※６",0,"1,099",0.0%
4,"宮城
※３",100,"4,446",2.2%
5,秋田,16,"1,012",1.6%
6,山形,71,"2,626",2.7%
7,"福島
※３",83,"7,774",1.1%
8,茨城,196,"5,714",3.4%
9,"栃木
※３",93,"9,109",1.0%
10,"群馬
※３",155,"5,734",2.7%
11,埼玉,"1,431","42,988",3.3%
12,千葉,"1,088","20,335",5.4%
13,"東京
※１※３","7,721","113,458",6.8%
14,神奈川,"1,720","14,021",12.3%
15,"新潟
※３",87,"5,285",1.6%
16,富山,230,"4,225",5.4%
17,"石川
※３",300,"2,958",10.1%
18,"福井
※３",122,"3,673",3.3%
19,"山梨
※３",76,"6,139",1.2%
20,"⻑野
※３",77,"3,472",2.2%
21,"岐阜
※６",162,"5,808",2.8%
22,"静岡
※３、５",92,"8,602",1.1%
23,愛知,528,"13,977",3.8%
24,"三重
※３",47,"3,051",1.5%
