,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,824","46,886",3.9%
2,"青森
※３",35,"2,104",1.7%
3,"岩手
※３※６",23,"3,380",0.7%
4,"宮城
※３",239,"8,254",2.9%
5,秋田,50,"1,816",2.8%
6,山形,78,"3,129",2.5%
7,"福島
※３",178,"15,761",1.1%
8,茨城,583,"11,063",5.3%
9,"栃木
※３",310,"23,670",1.3%
10,"群馬
※３※６",482,"15,572",3.1%
11,埼玉,"4,122","114,460",3.6%
12,千葉,"3,211","59,406",5.4%
13,"東京
※１","21,772","348,595",6.2%
14,神奈川,"5,431","120,662",4.5%
15,"新潟
※６",146,"13,247",1.1%
16,"富山
※６",402,"9,850",4.1%
17,"石川
※３",704,"9,416",7.5%
18,"福井
※３",243,"8,855",2.7%
19,"山梨
※３",174,"9,693",1.8%
20,"長野
※３※６",287,"15,974",1.8%
21,"岐阜
※６",564,"18,883",3.0%
22,"静岡
※３、５",487,"26,858",1.8%
23,愛知,"4,671","57,949",8.1%
24,"三重
※３",424,"10,326",4.1%
