,0,1,2,3
0,都道府県名,陽性者数 検査人数※4,,％
1,北海道,"1,006","10,485",9.6%
2,"青森
※1",27,800,3.4%
3,岩手,0,465,0.0%
4,宮城,88,"2,511",3.5%
5,秋田,16,905,1.8%
6,"山形
※1",69,"2,560",2.7%
7,福島,81,"2,827",2.9%
8,茨城,168,"4,202",4.0%
9,栃木,60,"2,888",2.1%
10,"群馬
※1",147,"3,284",4.5%
11,"埼玉
※1",988,"15,507",6.4%
12,千葉,898,"12,773",7.0%
13,"東京
※2","5,055","14,010",36.1%
14,"神奈川
※5","1,251","7,931",15.8%
15,"新潟
※1",83,"3,710",2.2%
16,富山,225,"2,935",7.7%
17,石川,287,"2,448",11.7%
18,"福井
※1",122,"2,297",5.3%
19,"山梨
※1",57,"3,205",1.8%
20,⾧野,76,"2,324",3.3%
21,岐阜,150,"3,059",4.9%
22,静岡,73,"3,290",2.2%
23,"愛知
※1",504,"8,963",5.6%
24,"三重
※1",45,"2,347",1.9%
