,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,377","26,689",5.2%
2,"⻘森
※３",31,"1,317",2.4%
3,"岩手
※３※６",0,"1,290",0.0%
4,"宮城
※３",140,"5,534",2.5%
5,秋田,17,"1,054",1.6%
6,山形,75,"2,851",2.6%
7,"福島
※３",86,"9,030",1.0%
8,茨城,239,"6,442",3.7%
9,"栃木
※３",151,"12,024",1.3%
10,"群馬
※３※６",179,"7,310",2.4%
11,埼玉,"2,035","56,423",3.6%
12,千葉,"1,453","25,929",5.6%
13,"東京
※１","10,975","156,867",7.0%
14,神奈川,"2,206","16,219",13.6%
15,"新潟
※３",92,"5,858",1.6%
16,"富山
※６",235,"4,874",4.8%
17,"石川
※３",310,"3,112",10.0%
18,"福井
※３",127,"4,539",2.8%
19,"山梨
※３",85,"6,805",1.2%
20,"⻑野
※３※６",88,"5,565",1.6%
21,"岐阜
※６",220,"8,608",2.6%
22,"静岡
※３、５",119,"10,472",1.1%
23,愛知,932,"16,828",5.5%
24,"三重
※３",63,"3,571",1.8%
