,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,873","49,584",3.8%
2,"青森
※３",35,"2,206",1.6%
3,"岩手
※３※６",23,"3,610",0.6%
4,"宮城
※３",302,"8,871",3.4%
5,秋田,50,"1,855",2.7%
6,山形,78,"3,151",2.5%
7,"福島
※３",208,"17,039",1.2%
8,茨城,612,"11,550",5.3%
9,"栃木
※３",338,"25,806",1.3%
10,"群馬
※３※６",547,"17,333",3.2%
11,埼玉,"4,286","123,464",3.5%
12,千葉,"3,405","66,682",5.1%
13,"東京
※１","23,003","380,646",6.0%
14,神奈川,"5,944","128,296",4.6%
15,"新潟
※６",149,"13,851",1.1%
16,"富山
※６",408,"10,832",3.8%
17,"石川
※３",730,"10,742",6.8%
18,"福井
※３",244,"9,229",2.6%
19,"山梨
※３",179,"9,977",1.8%
20,"長野
※３※６",296,"17,030",1.7%
21,"岐阜
※６",592,"19,908",3.0%
22,"静岡
※３、５",504,"29,710",1.7%
23,愛知,"4,864","62,277",7.8%
24,"三重
※３",457,"11,211",4.1%
