,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",103,"2,379",4.3%
2,京都,381,"10,346",3.7%
3,"大阪
※３","1,843","41,251",4.5%
4,"兵庫
※３、５",706,"14,947",4.7%
5,奈良,92,"3,943",2.3%
6,和歌山,64,"4,005",1.6%
7,鳥取,3,"1,489",0.2%
8,島根,24,"1,247",1.9%
9,岡山,26,"1,943",1.3%
10,"広島
※３",169,"7,824",2.2%
11,山口,37,"2,342",1.6%
12,"徳島
※３",6,925,0.6%
13,香川,28,"2,754",1.0%
14,愛媛,82,"2,617",3.1%
15,高知,74,"1,977",3.7%
16,"福岡
※３、４",850,"16,607",5.1%
17,"佐賀
※３",47,"1,625",2.9%
18,⾧崎,17,"3,265",0.5%
19,熊本,49,"4,287",1.1%
20,大分,60,"4,930",1.2%
21,宮崎,17,"1,578",1.1%
22,鹿児島,12,"2,611",0.5%
23,沖縄,142,"3,023",4.7%
24,"⾧崎船
※２
その他",149,-,-
25,合計,"18,545","396,911",4.7%
