,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",103,"2,524",4.1%
2,京都,386,"10,600",3.6%
3,"大阪
※３","1,851","41,726",4.4%
4,"兵庫
※３、５",709,"15,362",4.6%
5,奈良,93,"3,943",2.4%
6,和歌山,64,"4,054",1.6%
7,鳥取,4,"1,645",0.2%
8,島根,24,"1,256",1.9%
9,岡山,28,"1,976",1.4%
10,"広島
※３",169,"7,907",2.1%
11,山口,37,"2,435",1.5%
12,"徳島
※３",6,953,0.6%
13,香川,28,"2,792",1.0%
14,愛媛,82,"2,629",3.1%
15,高知,74,"1,991",3.7%
16,"福岡
※３、４",862,"16,875",5.1%
17,"佐賀
※３",47,"1,665",2.8%
18,長崎,17,"3,343",0.5%
19,熊本,49,"4,325",1.1%
20,大分,60,"5,039",1.2%
21,宮崎,17,"1,589",1.1%
22,鹿児島,51,"2,784",1.8%
23,沖縄,142,"3,037",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"19,184","412,102",4.7%
