,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,933","78,717",3.7%
2,"青森
※3",217,"4,702",4.6%
3,"※3※4※5
岩手",27,"5,261",0.5%
4,"宮城
※3※5",679,"13,738",4.9%
5,秋田,61,"2,481",2.5%
6,山形,86,"6,031",1.4%
7,"福島
※3",387,"28,628",1.4%
8,茨城,757,"13,808",5.5%
9,"栃木
※3※5",484,"41,786",1.2%
10,"群馬
※3※5",890,"28,891",3.1%
11,"埼玉
※4","5,765","181,338",3.2%
12,千葉,"4,963","124,723",4.0%
13,"東京
※1","30,677","591,157",5.2%
14,神奈川,"8,588","197,734",4.3%
15,"新潟
※3※5",183,"17,662",1.0%
16,"富山
※3※5",423,"14,459",2.9%
17,"石川
※3",803,"16,885",4.8%
18,"福井
※3",256,"11,032",2.3%
19,"山梨
※3",212,"11,562",1.8%
20,"⾧野
※3※5",338,"22,862",1.5%
21,"岐阜
※5",677,"26,668",2.5%
22,"静岡
※3※4",636,"42,455",1.5%
23,"※3※4※5
愛知","5,992","96,926",6.2%
24,"三重
※3",556,"15,464",3.6%
