,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,478","30,526",4.8%
2,"青森
※３",32,"1,476",2.2%
3,"岩手
※３※６",4,"1,641",0.2%
4,"宮城
※３",174,"6,163",2.8%
5,秋田,18,"1,177",1.5%
6,山形,76,"2,934",2.6%
7,"福島
※３",89,"10,284",0.9%
8,茨城,334,"7,520",4.4%
9,"栃木
※３",202,"14,485",1.4%
10,"群馬
※３※６",197,"8,595",2.3%
11,埼玉,"2,559","71,677",3.6%
12,千葉,"1,870","29,812",6.3%
13,"東京
※１","14,022","205,452",6.8%
14,神奈川,"2,752","18,776",14.7%
15,"新潟
※３",120,"6,853",1.8%
16,"富山
※６",254,"5,545",4.6%
17,"石川
※３",324,"3,334",9.7%
18,"福井
※３",145,"5,090",2.8%
19,"山梨
※３",107,"7,478",1.4%
20,"長野
※６",122,"8,435",1.4%
21,"岐阜
※６",379,"11,573",3.3%
22,"静岡
※３、５",321,"14,647",2.2%
23,愛知,"2,268","26,790",8.5%
24,"三重
※３",144,"4,855",3.0%
