,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",106,"2,737",3.9%
2,京都,420,"11,599",3.6%
3,"大阪
※３※６","1,967","46,112",4.3%
4,"兵庫
※３、４",731,"16,817",4.3%
5,奈良,119,"4,383",2.7%
6,和歌山,80,"4,515",1.8%
7,"鳥取
※３",5,"1,950",0.3%
8,島根,24,"1,285",1.9%
9,岡山,28,"2,038",1.4%
10,"広島
※３",178,"8,178",2.2%
11,山口,37,"2,662",1.4%
12,"徳島
※３",10,"1,183",0.8%
13,香川,29,"2,975",1.0%
14,愛媛,82,"2,663",3.1%
15,高知,74,"2,025",3.7%
16,福岡,917,"17,868",5.1%
17,"佐賀
※３",47,"1,700",2.8%
18,長崎,19,"3,878",0.5%
19,熊本,49,"4,421",1.1%
20,大分,60,"5,331",1.1%
21,宮崎,18,"1,674",1.1%
22,鹿児島,145,"6,949",2.1%
23,沖縄,148,"3,097",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"21,459","466,738",4.6%
