,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"3,301","84,892",3.9%
2,"青森
※3",245,"5,267",4.7%
3,"※3※4※5
岩手",27,"5,399",0.5%
4,"宮城
※3※5",772,"14,414",5.4%
5,秋田,64,"2,503",2.6%
6,山形,86,"6,231",1.4%
7,"福島
※3",391,"29,647",1.3%
8,茨城,775,"13,982",5.5%
9,"栃木
※3※5",492,"43,764",1.1%
10,"群馬
※3※5",905,"29,632",3.1%
11,"埼玉
※4","5,945","187,661",3.2%
12,千葉,"5,119","128,210",4.0%
13,"東京
※1","31,502","604,642",5.2%
14,神奈川,"8,868","203,062",4.4%
15,"新潟
※3※5",184,"17,948",1.0%
16,"富山
※3※5",423,"14,541",2.9%
17,"石川
※3",812,"17,426",4.7%
18,"福井
※3",257,"11,100",2.3%
19,"山梨
※3",216,"11,769",1.8%
20,"⾧野
※3※5",349,"23,290",1.5%
21,"岐阜
※5",698,"27,193",2.6%
22,"静岡
※3※4",661,"43,590",1.5%
23,"※3※4※5
愛知","6,319","101,585",6.2%
24,"三重
※3",569,"15,683",3.6%
