,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",804,"28,577",2.8%
2,京都,"2,714","67,950",4.0%
3,"大阪
※3※5","21,404","338,860",6.3%
4,"※3※4※5
兵庫","5,868","99,809",5.9%
5,"奈良
※5","1,229","34,463",3.6%
6,和歌山,478,"13,801",3.5%
7,"鳥取
※3※4",61,"17,738",0.3%
8,"島根
※5",152,"7,158",2.1%
9,"岡山
※4",629,"20,802",3.0%
10,"広島
※3",897,"35,884",2.5%
11,"山口
※4",402,"19,028",2.1%
12,"徳島
※3",182,"7,848",2.3%
13,"香川
※5",154,"17,757",0.9%
14,愛媛,331,"7,393",4.5%
15,高知,180,"3,871",4.6%
16,"※3※4※5
福岡","5,932","206,315",2.9%
17,"佐賀
※3",329,"10,160",3.2%
18,長崎,273,"27,725",1.0%
19,熊本,"1,055","24,650",4.3%
20,大分,342,"28,985",1.2%
21,宮崎,527,"10,183",5.2%
22,鹿児島,629,"27,883",2.3%
23,"沖縄
※3","4,447","74,544",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"153,658","3,337,225",4.6%
