,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",103,"2,527",4.1%
2,京都,401,"11,061",3.6%
3,"大阪
※３","1,893","43,319",4.4%
4,"兵庫
※３、４",712,"15,593",4.6%
5,奈良,96,"3,943",2.4%
6,和歌山,64,"4,070",1.6%
7,"鳥取
※３",4,"1,816",0.2%
8,島根,24,"1,260",1.9%
9,岡山,28,"1,988",1.4%
10,"広島
※３",169,"7,972",2.1%
11,山口,37,"2,485",1.5%
12,"徳島
※３",6,960,0.6%
13,香川,28,"2,822",1.0%
14,愛媛,82,"2,638",3.1%
15,高知,74,"1,998",3.7%
16,福岡,877,"16,998",5.2%
17,"佐賀
※３",47,"1,668",2.8%
18,⻑崎,18,"3,367",0.5%
19,熊本,49,"4,366",1.1%
20,大分,60,"5,080",1.2%
21,宮崎,18,"1,609",1.1%
22,鹿児島,107,"3,726",2.9%
23,沖縄,142,"3,047",4.7%
24,"⻑崎船
※２
その他
その他",149,-,-
25,合計,"19,628","422,948",4.6%
