,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,199","19,327",6.2%
2,"青森
※３",27,946,2.9%
3,"岩手
※３",0,888,0.0%
4,"宮城
※３",90,"3,509",2.6%
5,秋田,16,984,1.6%
6,山形,69,"2,505",2.8%
7,"福島
※３",82,"6,249",1.3%
8,茨城,170,"5,168",3.3%
9,"栃木
※３",66,"6,255",1.1%
10,"群馬
※３",151,"4,628",3.3%
11,埼玉,"1,054","31,321",3.4%
12,千葉,929,"17,374",5.3%
13,"東京
※１","5,840","69,832",8.4%
14,神奈川,"1,434","12,108",11.8%
15,"新潟
※３",84,"4,799",1.8%
16,富山,227,"3,847",5.9%
17,"石川
※３",300,"2,873",10.4%
18,"福井
※３",122,"3,244",3.8%
19,"山梨
※３",72,"5,351",1.3%
20,"長野
※３",77,"3,141",2.5%
21,岐阜,156,"4,859",3.2%
22,"静岡
※３、６",80,"7,108",1.1%
23,愛知,523,"12,180",4.3%
24,"三重
※３",46,"2,791",1.6%
