,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,276","21,946",5.8%
2,"⻘森
※３",27,"1,002",2.7%
3,"岩手
※３",0,"1,005",0.0%
4,"宮城
※３",98,"3,995",2.5%
5,秋田,16,999,1.6%
6,山形,70,"2,573",2.7%
7,"福島
※３",82,"7,227",1.1%
8,茨城,183,"5,417",3.4%
9,"栃木
※３",87,"7,948",1.1%
10,"群馬
※３",155,"5,288",2.9%
11,埼玉,"1,239","37,659",3.3%
12,千葉,"1,010","19,089",5.3%
13,"東京
※１","6,765","91,377",7.4%
14,神奈川,"1,585","12,898",12.3%
15,"新潟
※３",84,"5,054",1.7%
16,富山,228,"4,009",5.7%
17,"石川
※３",300,"2,932",10.2%
18,"福井
※３",122,"3,526",3.5%
19,"山梨
※３",75,"5,815",1.3%
20,"⻑野
※３",77,"3,367",2.3%
21,岐阜,160,"5,421",3.0%
22,"静岡
※３、５",86,"7,829",1.1%
23,愛知,525,"13,199",4.0%
24,"三重
※３",46,"2,951",1.6%
