,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"12,062","209,646",5.8%
2,"青森
※3",390,"8,660",4.5%
3,"※3※4※5
岩手",330,"12,936",2.6%
4,"宮城
※3※5","1,707","23,482",7.3%
5,秋田,95,"3,878",2.4%
6,山形,302,"9,487",3.2%
7,"福島
※3",697,"49,033",1.4%
8,茨城,"2,117","18,137",11.7%
9,"栃木
※3※5","1,002","65,415",1.5%
10,"群馬
※3※5","1,897","46,260",4.1%
11,"埼玉
※4","11,514","280,656",4.1%
12,千葉,"8,936","203,597",4.4%
13,"東京
※1","50,890","901,556",5.6%
14,神奈川,"16,613","311,376",5.3%
15,"新潟
※3※5",435,"25,657",1.7%
16,"富山
※3※5",487,"19,756",2.5%
17,"石川
※3",954,"26,803",3.6%
18,"福井
※3",337,"17,465",1.9%
19,"山梨
※3",467,"14,278",3.3%
20,"⾧野
※3※5","1,033","40,462",2.6%
21,"岐阜
※5","1,718","56,223",3.1%
22,"静岡
※3※4","2,354","74,303",3.2%
23,"※3※4※5
愛知","13,737","170,726",8.0%
24,"三重
※3","1,131","26,913",4.2%
