,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,361","25,699",5.3%
2,"青森
※３",31,"1,317",2.4%
3,"岩手
※３※６",0,"1,290",0.0%
4,"宮城
※３",136,"5,288",2.6%
5,秋田,16,"1,054",1.5%
6,山形,75,"2,832",2.6%
7,"福島
※３",85,"8,752",1.0%
8,茨城,235,"6,442",3.6%
9,"栃木
※３",139,"11,552",1.2%
10,"群馬
※３※６",174,"7,184",2.4%
11,埼玉,"1,891","55,580",3.4%
12,千葉,"1,333","24,141",5.5%
13,"東京
※１※３","10,054","151,630",6.6%
14,神奈川,"2,107","16,219",13.0%
15,"新潟
※３",92,"5,858",1.6%
16,"富山
※６",234,"4,874",4.8%
17,"石川
※３",306,"3,030",10.1%
18,"福井
※３",126,"4,351",2.9%
19,"山梨
※３",80,"6,681",1.2%
20,"長野
※３※６",86,"5,467",1.6%
21,"岐阜
※６",200,"7,897",2.5%
22,"静岡
※３、５",119,"10,472",1.1%
23,愛知,714,"16,828",4.2%
24,"三重
※３",58,"3,383",1.7%
