,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,933","78,717",3.7%
2,"青森
※3",206,"4,462",4.6%
3,"※3※4※5
岩手",27,"5,235",0.5%
4,"宮城
※3※5",655,"13,437",4.9%
5,秋田,61,"2,481",2.5%
6,山形,86,"5,995",1.4%
7,"福島
※3",387,"28,254",1.4%
8,茨城,750,"13,751",5.5%
9,"栃木
※3※5",482,"41,671",1.2%
10,"群馬
※3※5",884,"28,548",3.1%
11,"埼玉
※4","5,726","180,341",3.2%
12,千葉,"4,920","122,293",4.0%
13,"東京
※1","30,456","585,729",5.2%
14,神奈川,"8,517","195,864",4.3%
15,"新潟
※3※5",182,"17,566",1.0%
16,"富山
※3※5",422,"14,431",2.9%
17,"石川
※3",803,"16,704",4.8%
18,"福井
※3",256,"10,979",2.3%
19,"山梨
※3",209,"11,514",1.8%
20,"長野
※3※5",335,"22,681",1.5%
21,"岐阜
※5",672,"26,569",2.5%
22,"静岡
※3※4",620,"42,132",1.5%
23,"※3※4※5
愛知","5,941","96,089",6.2%
24,"三重
※3",555,"15,456",3.6%
