,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,849","48,361",3.8%
2,"青森
※３",35,"2,189",1.6%
3,"岩手
※３※６",23,"3,554",0.6%
4,"宮城
※３",267,"8,569",3.1%
5,秋田,50,"1,850",2.7%
6,山形,78,"3,138",2.5%
7,"福島
※３",191,"16,451",1.2%
8,茨城,593,"11,520",5.1%
9,"栃木
※３",323,"25,197",1.3%
10,"群馬
※３※６",502,"16,368",3.1%
11,埼玉,"4,202","122,293",3.4%
12,千葉,"3,309","63,768",5.2%
13,"東京
※１","22,444","372,223",6.0%
14,神奈川,"5,741","127,408",4.5%
15,"新潟
※６",147,"13,684",1.1%
16,"富山
※６",407,"10,487",3.9%
17,"石川
※３",722,"10,201",7.1%
18,"福井
※３",244,"9,099",2.7%
19,"山梨
※３",178,"9,927",1.8%
20,"長野
※３※６",295,"16,893",1.7%
21,"岐阜
※６",569,"19,425",2.9%
22,"静岡
※３、５",503,"29,325",1.7%
23,愛知,"4,751","60,763",7.8%
24,"三重
※３",445,"10,957",4.1%
