,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"2,099",4.8%
2,京都,360,"9,200",3.9%
3,"大阪
※３","1,787","35,807",5.0%
4,兵庫,699,"11,974",5.8%
5,奈良,92,"3,240",2.8%
6,和歌山,63,"3,859",1.6%
7,鳥取,3,"1,429",0.2%
8,島根,24,"1,202",2.0%
9,岡山,25,"1,836",1.4%
10,"広島
※３",168,"7,484",2.2%
11,山口,37,"1,965",1.9%
12,"徳島
※３",5,827,0.6%
13,香川,28,"2,386",1.2%
14,愛媛,82,"2,532",3.2%
15,高知,74,"1,893",3.9%
16,"福岡
※３、４",826,"15,045",5.5%
17,"佐賀
※３",47,"1,568",3.0%
18,長崎,17,"3,044",0.6%
19,熊本,48,"4,130",1.2%
20,大分,60,"4,462",1.3%
21,宮崎,17,"1,487",1.1%
22,鹿児島,11,"2,305",0.5%
23,沖縄,142,"2,966",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,350","286,739",6.1%
