,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",985,"34,974",2.8%
2,京都,"3,998","85,844",4.7%
3,"大阪
※3※5","28,101","431,240",6.5%
4,"※3※4※5
兵庫","8,605","127,869",6.7%
5,"奈良
※5","1,782","45,756",3.9%
6,和歌山,590,"16,018",3.7%
7,"鳥取
※3※4",79,"22,166",0.4%
8,"島根
※5",189,"8,556",2.2%
9,"岡山
※4","1,186","27,231",4.4%
10,"広島
※3","2,571","63,829",4.0%
11,"山口
※4",494,"26,760",1.8%
12,"徳島
※3",194,"14,581",1.3%
13,"香川
※5",258,"21,873",1.2%
14,愛媛,389,"10,961",3.5%
15,高知,592,"5,471",10.8%
16,"※3※4※5
福岡","7,852","248,984",3.2%
17,"佐賀
※3",433,"14,290",3.0%
18,長崎,457,"36,313",1.3%
19,熊本,"1,545","32,438",4.8%
20,大分,596,"39,423",1.5%
21,宮崎,686,"12,057",5.7%
22,鹿児島,890,"35,610",2.5%
23,"沖縄
※3","5,095","85,518",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"208,148","4,222,041",4.9%
