,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,339","25,042",5.3%
2,"青森
※３",30,"1,201",2.5%
3,"岩手
※３※６",0,"1,224",0.0%
4,"宮城
※３",132,"5,103",2.6%
5,秋田,16,"1,032",1.6%
6,山形,75,"2,817",2.7%
7,"福島
※３",84,"8,488",1.0%
8,茨城,225,"6,066",3.7%
9,"栃木
※３",124,"10,851",1.1%
10,"群馬
※３※６",167,"6,836",2.4%
11,埼玉,"1,754","50,742",3.5%
12,千葉,"1,300","23,565",5.5%
13,"東京
※１※３","9,411","137,338",6.9%
14,神奈川,"1,998","15,233",13.1%
15,"新潟
※３",89,"5,578",1.6%
16,"富山
※６",231,"4,533",5.1%
17,"石川
※３",303,"3,005",10.1%
18,"福井
※３",126,"4,005",3.1%
19,"山梨
※３",77,"6,427",1.2%
20,"長野
※３※６",84,"5,055",1.7%
21,"岐阜
※６",177,"6,981",2.5%
22,"静岡
※３、５",104,"9,608",1.1%
23,愛知,613,"15,158",4.0%
24,"三重
※３",56,"3,299",1.7%
