,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"13,142","233,173",5.6%
2,"青森
※3",453,"9,366",4.8%
3,"※3※4※5
岩手",380,"14,027",2.7%
4,"宮城
※3※5","2,104","24,274",8.7%
5,秋田,132,"4,565",2.9%
6,山形,378,"10,101",3.7%
7,"福島
※3",907,"56,176",1.6%
8,茨城,"2,381","18,572",12.8%
9,"栃木
※3※5","1,349","71,133",1.9%
10,"群馬
※3※5","2,222","52,062",4.3%
11,"埼玉
※4","13,724","312,054",4.4%
12,千葉,"10,609","224,133",4.7%
13,"東京
※1","57,896","975,031",5.9%
14,神奈川,"20,244","342,311",5.9%
15,"新潟
※3※5",520,"27,854",1.9%
16,"富山
※3※5",548,"21,742",2.5%
17,"石川
※3","1,050","29,508",3.6%
18,"福井
※3",350,"19,268",1.8%
19,"山梨
※3",525,"14,459",3.6%
20,"長野
※3※5","1,140","47,294",2.4%
21,"岐阜
※5","2,142","64,835",3.3%
22,"静岡
※3※4","2,606","88,334",3.0%
23,"※3※4※5
愛知","15,786","199,918",7.9%
24,"三重
※3","1,248","29,023",4.3%
