,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"8,022","139,729",5.7%
2,"青森
※3",287,"6,569",4.4%
3,"※3※4※5
岩手",179,"8,810",2.0%
4,"宮城
※3※5","1,168","18,491",6.3%
5,秋田,89,"3,500",2.5%
6,山形,116,"7,409",1.6%
7,"福島
※3",490,"39,101",1.3%
8,茨城,"1,442","16,407",8.8%
9,"栃木
※3※5",607,"52,980",1.1%
10,"群馬
※3※5","1,148","35,312",3.3%
11,"埼玉
※4","8,104","230,484",3.5%
12,千葉,"6,751","160,899",4.2%
13,"東京
※1","39,649","743,888",5.3%
14,神奈川,"12,112","249,352",4.9%
15,"新潟
※3※5",326,"21,992",1.5%
16,"富山
※3※5",453,"16,966",2.7%
17,"石川
※3",846,"21,523",3.9%
18,"福井
※3",312,"14,493",2.2%
19,"山梨
※3",336,"13,459",2.5%
20,"長野
※3※5",670,"30,587",2.2%
21,"岐阜
※5","1,014","32,891",3.1%
22,"静岡
※3※4","1,447","55,546",2.6%
23,"※3※4※5
愛知","9,398","135,512",6.9%
24,"三重
※3",797,"19,848",4.0%
