,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"2,003",5.0%
2,京都,360,"8,793",4.1%
3,"大阪
※３","1,785","34,037",5.2%
4,兵庫,699,"11,716",6.0%
5,奈良,92,"3,240",2.8%
6,和歌山,63,"3,815",1.7%
7,鳥取,3,"1,405",0.2%
8,島根,24,"1,176",2.0%
9,岡山,25,"1,790",1.4%
10,"広島
※３",168,"7,328",2.3%
11,山口,37,"1,886",2.0%
12,"徳島
※３",5,789,0.6%
13,香川,28,"2,344",1.2%
14,愛媛,82,"2,487",3.3%
15,高知,74,"1,863",4.0%
16,"福岡
※３、４",808,"14,552",5.6%
17,"佐賀
※３",47,"1,513",3.1%
18,長崎,17,"2,972",0.6%
19,熊本,48,"4,070",1.2%
20,大分,60,"4,309",1.4%
21,宮崎,17,"1,453",1.2%
22,鹿児島,10,"2,049",0.5%
23,沖縄,142,"2,930",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,051","273,204",6.2%
