,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,030","11,853",8.7%
2,"青森
※３,４",27,813,3.3%
3,"岩手
※３",0,601,0.0%
4,"宮城
※３",88,"2,819",3.1%
5,秋田,16,920,1.7%
6,"山形
※３",69,"2,615",2.6%
7,"福島
※３",81,"3,808",2.1%
8,茨城,168,"4,469",3.8%
9,"栃木
※３",64,"3,414",1.9%
10,"群馬
※３",149,"3,438",4.3%
11,埼玉,999,"18,160",5.5%
12,千葉,904,"13,742",6.6%
13,"東京
※１","5,138","14,653",35.1%
14,神奈川,"1,322","8,780",15.1%
15,"新潟
※３",83,"3,994",2.1%
16,富山,227,"3,067",7.4%
17,"石川
※３",295,"2,590",11.4%
18,"福井
※３",122,"2,458",5.0%
19,"山梨
※３",60,"3,602",1.7%
20,"⾧野
※３",76,"2,552",3.0%
21,岐阜,150,"3,192",4.7%
22,静岡,74,"3,384",2.2%
23,愛知,506,"9,525",5.3%
24,"三重
※３",45,"2,450",1.8%
