,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,057","12,497",8.5%
2,"青森
※３,４",27,834,3.2%
3,"岩手
※３",0,629,0.0%
4,"宮城
※３",88,"2,850",3.1%
5,秋田,16,928,1.7%
6,"山形
※３",69,"2,629",2.6%
7,"福島
※３",81,"4,027",2.0%
8,茨城,168,"4,540",3.7%
9,"栃木
※３",65,"3,549",1.8%
10,"群馬
※３",149,"3,513",4.2%
11,埼玉,"1,000","19,092",5.2%
12,千葉,904,"14,057",6.4%
13,"東京
※１","5,170","14,876",34.8%
14,神奈川,"1,336","9,073",14.7%
15,"新潟
※３",83,"4,085",2.0%
16,富山,227,"3,103",7.3%
17,"石川
※３",296,"2,636",11.2%
18,"福井
※３",122,"2,510",4.9%
19,"山梨
※３",60,"3,752",1.6%
20,"⾧野
※３",76,"2,610",2.9%
21,岐阜,150,"3,422",4.4%
22,静岡,75,"3,454",2.2%
23,愛知,507,"9,762",5.2%
24,"三重
※３",45,"2,462",1.8%
