,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",479,"11,256",4.3%
2,京都,"1,659","38,110",4.4%
3,"大阪
※３※６","10,166","171,268",5.9%
4,"兵庫
※３,４,6","2,602","53,104",4.9%
5,"奈良
※６",556,"19,076",2.9%
6,和歌山,237,"9,039",2.6%
7,"鳥取
※３",36,"5,355",0.7%
8,"島根
※６",137,"5,313",2.6%
9,岡山,148,"7,861",1.9%
10,"広島
※３",479,"19,573",2.4%
11,山口,195,"8,960",2.2%
12,"徳島
※３",147,"6,786",2.2%
13,"香川
※６",93,"10,106",0.9%
14,愛媛,114,"3,973",2.9%
15,高知,137,"3,405",4.0%
16,福岡,"5,004","46,615",10.7%
17,"佐賀
※３",244,"5,698",4.3%
18,長崎,236,"17,306",1.4%
19,熊本,571,"16,086",3.5%
20,大分,158,"15,655",1.0%
21,宮崎,344,"8,455",4.1%
22,鹿児島,377,"17,562",2.1%
23,"沖縄
※３","2,364","36,499",6.5%
24,"長崎船
※２
その他",149,0,-
25,合計,"78,847","1,657,103",4.8%
