,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"12,876","227,301",5.7%
2,"青森
※3",422,"9,115",4.6%
3,"※3※4※5
岩手",363,"13,594",2.7%
4,"宮城
※3※5","1,983","23,979",8.3%
5,秋田,123,"4,020",3.1%
6,山形,361,"9,985",3.6%
7,"福島
※3",865,"54,539",1.6%
8,茨城,"2,280","18,432",12.4%
9,"栃木
※3※5","1,207","69,676",1.7%
10,"群馬
※3※5","2,134","50,358",4.2%
11,"埼玉
※4","13,029","302,513",4.3%
12,千葉,"10,113","219,395",4.6%
13,"東京
※1","55,851","962,086",5.8%
14,神奈川,"19,173","334,987",5.7%
15,"新潟
※3※5",503,"27,142",1.9%
16,"富山
※3※5",538,"21,295",2.5%
17,"石川
※3","1,022","28,720",3.6%
18,"福井
※3",345,"18,612",1.9%
19,"山梨
※3",509,"14,417",3.5%
20,"長野
※3※5","1,105","45,163",2.4%
21,"岐阜
※5","1,978","62,489",3.2%
22,"静岡
※3※4","2,539","88,334",2.9%
23,"※3※4※5
愛知","15,183","191,017",7.9%
24,"三重
※3","1,211","29,023",4.2%
