,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",620,"14,897",4.2%
2,京都,"2,166","55,036",3.9%
3,"大阪
※3※5","13,894","253,794",5.5%
4,"※3※4※5
兵庫","3,518","73,008",4.8%
5,"奈良
※5",745,"26,032",2.9%
6,和歌山,289,"10,716",2.7%
7,"鳥取
※3",50,"5,944",0.8%
8,"島根
※5",141,"6,281",2.2%
9,"岡山
※4",340,"11,198",3.0%
10,"広島
※3",678,"28,891",2.3%
11,"山口
※4",225,"11,960",1.9%
12,"徳島
※3",168,"7,592",2.2%
13,"香川
※5",107,"14,223",0.8%
14,愛媛,117,"4,456",2.6%
15,高知,144,"3,680",3.9%
16,"※3※4※5
福岡","5,284","172,436",3.1%
17,"佐賀
※3",274,"7,708",3.6%
18,⾧崎,249,"23,623",1.1%
19,熊本,854,"20,847",4.1%
20,大分,161,"21,941",0.7%
21,宮崎,373,"8,822",4.2%
22,鹿児島,537,"23,874",2.2%
23,"沖縄
※3","3,536","61,923",5.7%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"107,696","2,601,036",4.1%
