,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,283","22,763",5.6%
2,"青森
※３",28,"1,055",2.7%
3,"岩手
※３※６",0,"1,099",0.0%
4,"宮城
※３",100,"4,410",2.3%
5,秋田,16,"1,012",1.6%
6,山形,71,"2,621",2.7%
7,"福島
※３",83,"7,698",1.1%
8,茨城,196,"5,714",3.4%
9,"栃木
※３",90,"8,866",1.0%
10,"群馬
※３",155,"5,690",2.7%
11,埼玉,"1,396","42,723",3.3%
12,千葉,"1,074","20,087",5.3%
13,"東京
※１※３","7,515","111,462",6.7%
14,神奈川,"1,685","14,021",12.0%
15,"新潟
※３",86,"5,253",1.6%
16,富山,230,"4,225",5.4%
17,"石川
※３",300,"2,956",10.1%
18,"福井
※３",122,"3,638",3.4%
19,"山梨
※３",76,"6,139",1.2%
20,"長野
※３",77,"3,454",2.2%
21,"岐阜
※６",162,"5,747",2.8%
22,"静岡
※３、５",92,"8,602",1.1%
23,愛知,528,"13,813",3.8%
24,"三重
※３",46,"3,021",1.5%
