,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",511,"12,692",4.0%
2,京都,"1,809","45,380",4.0%
3,"大阪
※3※5","11,057","199,072",5.6%
4,"※3※4※5
兵庫","2,865","60,098",4.8%
5,"奈良
※5",595,"21,963",2.7%
6,和歌山,249,"9,647",2.6%
7,"鳥取
※3",36,"5,517",0.7%
8,"島根
※5",140,"5,907",2.4%
9,"岡山
※4",163,"8,654",1.9%
10,"広島
※3",620,"22,098",2.8%
11,"山口
※4",208,"10,465",2.0%
12,"徳島
※3",149,"7,069",2.1%
13,"香川
※5",93,"11,409",0.8%
14,愛媛,115,"4,175",2.8%
15,高知,138,"3,528",3.9%
16,"※3※4※5
福岡","5,077","142,188",3.6%
17,"佐賀
※3",248,"6,267",4.0%
18,長崎,239,"19,716",1.2%
19,熊本,652,"17,242",3.8%
20,大分,158,"17,988",0.9%
21,宮崎,344,"8,656",4.0%
22,鹿児島,447,"20,254",2.2%
23,"沖縄
※3","2,710","43,113",6.3%
24,"長崎船
※2
その他",149,0,-
25,合計,"87,191","2,052,473",4.2%
