,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,304","23,694",5.5%
2,"青森
※３",29,"1,140",2.5%
3,"岩手
※３※６",0,"1,189",0.0%
4,"宮城
※３",110,"4,748",2.3%
5,秋田,16,"1,023",1.6%
6,山形,74,"2,674",2.8%
7,"福島
※３",84,"8,119",1.0%
8,茨城,209,"5,930",3.5%
9,"栃木
※３",103,"9,645",1.1%
10,"群馬
※３※６",161,"6,320",2.5%
11,埼玉,"1,568","47,612",3.3%
12,千葉,"1,191","21,490",5.5%
13,"東京
※１※３","8,354","125,898",6.6%
14,神奈川,"1,826","14,758",12.4%
15,"新潟
※３",89,"5,419",1.6%
16,"富山
※６",230,"4,493",5.1%
17,"石川
※３",300,"2,968",10.1%
18,"福井
※３",125,"3,779",3.3%
19,"山梨
※３",76,"6,341",1.2%
20,"長野
※３※６",80,"4,878",1.6%
21,"岐阜
※６",166,"6,009",2.8%
22,"静岡
※３、５",97,"9,243",1.0%
23,愛知,536,"14,633",3.7%
24,"三重
※３",50,"3,123",1.6%
