,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,019","11,435",8.9%
2,"青森
※３",27,812,3.3%
3,"岩手
※３",0,568,0.0%
4,"宮城
※３",88,"2,642",3.3%
5,秋田,16,915,1.7%
6,"山形
※３",69,"2,598",2.7%
7,"福島
※３",81,"3,593",2.3%
8,茨城,168,"4,427",3.8%
9,"栃木
※３",64,"3,087",2.1%
10,"群馬
※３",148,"3,396",4.4%
11,埼玉,997,"17,759",5.6%
12,千葉,904,"13,345",6.8%
13,"東京
※１","5,133","14,564",35.2%
14,神奈川,"1,315","8,681",15.1%
15,"新潟
※３",83,"3,902",2.1%
16,富山,227,"3,037",7.5%
17,"石川
※３",292,"2,558",11.4%
18,"福井
※３",122,"2,402",5.1%
19,"山梨
※３",60,"3,550",1.7%
20,"⾧野
※３",76,"2,524",3.0%
21,岐阜,150,"3,138",4.8%
22,静岡,74,"3,355",2.2%
23,愛知,506,"9,451",5.4%
24,"三重
※３",45,"2,406",1.9%
