,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,763","75,383",3.7%
2,"青森
※3",175,"4,043",4.3%
3,"※3※4※5
岩手",27,"5,134",0.5%
4,"宮城
※3※5",572,"13,206",4.3%
5,秋田,61,"2,448",2.5%
6,山形,84,"5,761",1.5%
7,"福島
※3",386,"27,446",1.4%
8,茨城,741,"13,525",5.5%
9,"栃木
※3※5",477,"35,148",1.4%
10,"群馬
※3※5",867,"27,802",3.1%
11,"埼玉
※4","5,619","174,268",3.2%
12,千葉,"4,811","119,909",4.0%
13,"東京
※1","30,033","567,880",5.3%
14,神奈川,"8,369","187,119",4.5%
15,"新潟
※3※5",182,"17,333",1.1%
16,"富山
※3※5",422,"14,261",3.0%
17,"石川
※3",799,"16,229",4.9%
18,"福井
※3",256,"10,775",2.4%
19,"山梨
※3",203,"11,373",1.8%
20,"長野
※3※5",330,"22,077",1.5%
21,"岐阜
※5",672,"26,080",2.6%
22,"静岡
※3※4",588,"40,885",1.4%
23,"※3※4※5
愛知","5,853","93,722",6.2%
24,"三重
※3",555,"15,427",3.6%
