,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,148",4.7%
2,京都,363,"9,329",3.9%
3,"大阪
※３","1,794","36,520",4.9%
4,"兵庫
※３、５",699,"13,665",5.1%
5,奈良,92,"3,491",2.6%
6,和歌山,63,"3,874",1.6%
7,鳥取,3,"1,437",0.2%
8,島根,24,"1,208",2.0%
9,岡山,25,"1,853",1.3%
10,"広島
※３",168,"7,548",2.2%
11,山口,37,"2,021",1.8%
12,"徳島
※３",5,834,0.6%
13,香川,28,"2,460",1.1%
14,愛媛,82,"2,553",3.2%
15,高知,74,"1,913",3.9%
16,"福岡
※３、４",830,"15,245",5.4%
17,"佐賀
※３",47,"1,579",3.0%
18,長崎,17,"3,074",0.6%
19,熊本,48,"4,153",1.2%
20,大分,60,"4,531",1.3%
21,宮崎,17,"1,504",1.1%
22,鹿児島,11,"2,384",0.5%
23,沖縄,142,"2,983",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,456","340,426",5.1%
