,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"11,789","203,872",5.8%
2,"青森
※3",390,"8,553",4.6%
3,"※3※4※5
岩手",327,"12,450",2.6%
4,"宮城
※3※5","1,650","22,849",7.2%
5,秋田,94,"3,877",2.4%
6,山形,296,"9,449",3.1%
7,"福島
※3",672,"47,854",1.4%
8,茨城,"2,081","18,084",11.5%
9,"栃木
※3※5",968,"63,840",1.5%
10,"群馬
※3※5","1,819","45,813",4.0%
11,"埼玉
※4","11,090","274,984",4.0%
12,千葉,"8,659","199,218",4.3%
13,"東京
※1","49,490","885,494",5.6%
14,神奈川,"16,003","307,929",5.2%
15,"新潟
※3※5",421,"25,335",1.7%
16,"富山
※3※5",480,"19,629",2.4%
17,"石川
※3",938,"26,165",3.6%
18,"福井
※3",337,"17,267",2.0%
19,"山梨
※3",463,"14,234",3.3%
20,"長野
※3※5","1,013","40,050",2.5%
21,"岐阜
※5","1,629","54,297",3.0%
22,"静岡
※3※4","2,299","72,162",3.2%
23,"※3※4※5
愛知","13,282","168,108",7.9%
24,"三重
※3","1,115","24,205",4.6%
