,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,391","27,003",5.2%
2,"青森
※３",31,"1,369",2.3%
3,"岩手
※３※６",0,"1,357",0.0%
4,"宮城
※３",142,"5,584",2.5%
5,秋田,18,"1,070",1.7%
6,山形,75,"2,864",2.6%
7,"福島
※３",86,"9,167",0.9%
8,茨城,244,"6,737",3.6%
9,"栃木
※３",163,"12,241",1.3%
10,"群馬
※３※６",179,"7,453",2.4%
11,埼玉,"2,091","58,157",3.6%
12,千葉,"1,499","26,393",5.7%
13,"東京
※１","11,345","166,492",6.8%
14,神奈川,"2,253","17,145",13.1%
15,"新潟
※３",94,"6,022",1.6%
16,"富山
※６",236,"5,016",4.7%
17,"石川
※３",313,"3,169",9.9%
18,"福井
※３",129,"4,599",2.8%
19,"山梨
※３",88,"6,968",1.3%
20,"長野
※３※６",92,"6,050",1.5%
21,"岐阜
※６",240,"8,892",2.7%
22,"静岡
※３、５",200,"10,472",1.9%
23,愛知,"1,096","19,918",5.5%
24,"三重
※３",70,"3,721",1.9%
