,0,1,2,3
0,都道府県名,陽性者数 検査人数※4,,％
1,"滋賀
※1",99,"1,596",6.2%
2,京都,358,"6,285",5.7%
3,"大阪
※1","1,768","25,638",6.9%
4,兵庫,699,"10,062",6.9%
5,奈良,90,"2,383",3.8%
6,和歌山,63,"3,529",1.8%
7,鳥取,3,"1,247",0.2%
8,島根,24,993,2.4%
9,岡山,25,"1,555",1.6%
10,"広島
※1",165,"6,320",2.6%
11,山口,37,"1,598",2.3%
12,"徳島
※1",5,669,0.7%
13,香川,28,"1,983",1.4%
14,愛媛,71,"1,600",4.4%
15,高知,74,"1,681",4.4%
16,"福岡
※1",657,"11,443",5.7%
17,"佐賀
※1",47,"1,317",3.6%
18,⾧崎,17,"2,552",0.7%
19,熊本,48,"3,725",1.3%
20,大分,60,"3,677",1.6%
21,宮崎,17,"1,290",1.3%
22,鹿児島,10,"1,616",0.6%
23,沖縄,142,"2,724",5.2%
24,その他 ※3,149,623,23.9%
25,合計,"16,132","211,832",7.6%
