,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,542","70,302",3.6%
2,"青森
※3",122,"3,217",3.8%
3,"※3※4※5
岩手",26,"4,915",0.5%
4,"宮城
※3※5",526,"12,334",4.3%
5,秋田,59,"2,384",2.5%
6,山形,81,"5,370",1.5%
7,"福島
※3",369,"25,322",1.5%
8,茨城,728,"13,174",5.5%
9,"栃木
※3※5",466,"34,491",1.4%
10,"群馬
※3※5",785,"26,435",3.0%
11,"埼玉
※4","5,393","165,689",3.3%
12,千葉,"4,548","113,355",4.0%
13,"東京
※1","29,046","541,987",5.4%
14,神奈川,"7,965","182,376",4.4%
15,"新潟
※3※5",180,"16,905",1.1%
16,"富山
※3※5",422,"14,003",3.0%
17,"石川
※3",795,"15,422",5.2%
18,"福井
※3",256,"10,562",2.4%
19,"山梨
※3",199,"11,252",1.8%
20,"長野
※3※5",326,"21,163",1.5%
21,"岐阜
※5",644,"24,988",2.6%
22,"静岡
※3※4",580,"39,592",1.5%
23,"※3※4※5
愛知","5,685","89,287",6.4%
24,"三重
※3",549,"14,763",3.7%
