,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"13,055","231,206",5.6%
2,"青森
※3",438,"9,291",4.7%
3,"※3※4※5
岩手",379,"13,759",2.8%
4,"宮城
※3※5","2,069","24,174",8.6%
5,秋田,125,"4,565",2.7%
6,山形,369,"10,097",3.7%
7,"福島
※3",896,"55,946",1.6%
8,茨城,"2,338","18,572",12.6%
9,"栃木
※3※5","1,266","70,920",1.8%
10,"群馬
※3※5","2,193","51,715",4.2%
11,"埼玉
※4","13,424","312,054",4.3%
12,千葉,"10,393","222,862",4.7%
13,"東京
※1","57,040","975,031",5.9%
14,神奈川,"19,849","342,311",5.8%
15,"新潟
※3※5",505,"27,279",1.9%
16,"富山
※3※5",542,"21,742",2.5%
17,"石川
※3","1,040","29,071",3.6%
18,"福井
※3",348,"18,822",1.8%
19,"山梨
※3",525,"14,459",3.6%
20,"長野
※3※5","1,129","46,746",2.4%
21,"岐阜
※5","2,068","63,198",3.3%
22,"静岡
※3※4","2,580","88,334",2.9%
23,"※3※4※5
愛知","15,664","199,918",7.8%
24,"三重
※3","1,237","29,023",4.3%
