,0,1,2,3
0,都道府県名,陽性者数 検査人数※6,,％
1,北海道,979,"9,406",10.4%
2,"青森
※1",27,776,3.5%
3,"岩手
※1",0,439,0.0%
4,宮城,88,"2,371",3.7%
5,秋田,16,898,1.8%
6,"山形
※1",69,"2,514",2.7%
7,福島,81,"2,708",3.0%
8,茨城,168,"4,060",4.1%
9,栃木,57,"2,642",2.2%
10,群馬,147,"3,152",4.7%
11,埼玉,973,"14,266",6.8%
12,"千葉
※2",888,"16,804",5.3%
13,"東京
※3","4,997","13,712",36.4%
14,"神奈川
※1
※4","1,203 
(240)","2,992",8.0%
15,新潟,82,"3,570",2.3%
16,富山,222,"2,891",7.7%
17,石川,284,"2,390",11.9%
18,"福井
※1",122,"2,178",5.6%
19,山梨,57,"3,108",1.8%
20,長野,76,"2,247",3.4%
21,岐阜,150,"3,578",4.2%
22,静岡,73,"3,206",2.3%
23,愛知,496,"8,492",5.8%
24,三重,45,"2,163",2.1%
