,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,638","36,962",4.4%
2,"青森
※３",33,"1,797",1.8%
3,"岩手
※３※６",9,"2,348",0.4%
4,"宮城
※３",185,"7,209",2.6%
5,秋田,44,"1,609",2.7%
6,山形,76,"3,015",2.5%
7,"福島
※３",113,"12,349",0.9%
8,茨城,476,"9,563",5.0%
9,"栃木
※３",284,"18,959",1.5%
10,"群馬
※３※６",322,"10,892",3.0%
11,埼玉,"3,342","94,122",3.6%
12,千葉,"2,578","46,506",5.5%
13,"東京
※１","18,268","271,258",6.7%
14,神奈川,"4,083","96,122",4.2%
15,"新潟
※３※６",136,"11,168",1.2%
16,"富山
※６",327,"6,833",4.8%
17,"石川
※３",500,"4,314",11.6%
18,"福井
※３",155,"6,044",2.6%
19,"山梨
※３",149,"8,825",1.7%
20,"長野
※３※６",152,"11,362",1.3%
21,"岐阜
※６",523,"15,948",3.3%
22,"静岡
※３、５",431,"20,510",2.1%
23,愛知,"3,843","41,111",9.3%
24,"三重
※３",288,"7,944",3.6%
