,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,091","14,421",7.6%
2,"青森
※３",27,853,3.2%
3,"岩手
※３",0,672,0.0%
4,"宮城
※３",88,"2,950",3.0%
5,秋田,16,933,1.7%
6,"山形
※３",69,"2,660",2.6%
7,"福島
※３",81,"4,489",1.8%
8,茨城,168,"4,684",3.6%
9,"栃木
※３",65,"3,909",1.7%
10,"群馬
※３",149,"3,662",4.1%
11,埼玉,"1,003","20,933",4.8%
12,千葉,909,"14,814",6.1%
13,"東京
※１","5,249","15,212",34.5%
14,神奈川,"1,370","9,637",14.2%
15,"新潟
※３",83,"4,180",2.0%
16,富山,227,"3,190",7.1%
17,"石川
※３",298,"2,727",10.9%
18,"福井
※３",122,"2,638",4.6%
19,"山梨
※３",64,"4,038",1.6%
20,"⾧野
※３",76,"2,727",2.8%
21,岐阜,151,"3,614",4.2%
22,静岡,76,"3,526",2.2%
23,愛知,508,"10,142",5.0%
24,"三重
※３",45,"2,508",1.8%
