,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",311,"6,328",4.9%
2,京都,"1,001","22,826",4.4%
3,"大阪
※３※６","6,178","96,375",6.4%
4,"兵庫
※３,４,6","1,692","33,215",5.1%
5,"奈良
※６",341,"11,572",2.9%
6,和歌山,186,"7,093",2.6%
7,"鳥取
※３",21,"4,221",0.5%
8,"島根
※６",130,"3,577",3.6%
9,岡山,117,"3,607",3.2%
10,"広島
※３",423,"15,001",2.8%
11,山口,78,"4,773",1.6%
12,"徳島
※３",62,"3,053",2.0%
13,"香川
※６",60,"6,063",1.0%
14,愛媛,107,"3,311",3.2%
15,高知,83,"2,404",3.5%
16,福岡,"3,138","32,268",9.7%
17,"佐賀
※３",174,"3,635",4.8%
18,⾧崎,170,"9,897",1.7%
19,熊本,371,"8,346",4.4%
20,大分,93,"8,260",1.1%
21,宮崎,243,"6,485",3.7%
22,鹿児島,277,"12,432",2.2%
23,"沖縄
※３","1,307","16,497",7.9%
24,"⾧崎船
※２
その他",149,0,-
25,合計,"50,444","945,831",5.3%
