,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"11,564","196,775",5.9%
2,"青森
※3",382,"8,347",4.6%
3,"※3※4※5
岩手",315,"12,217",2.6%
4,"宮城
※3※5","1,561","22,027",7.1%
5,秋田,94,"3,865",2.4%
6,山形,281,"9,248",3.0%
7,"福島
※3",630,"46,150",1.4%
8,茨城,"2,030","18,013",11.3%
9,"栃木
※3※5",915,"62,245",1.5%
10,"群馬
※3※5","1,708","43,736",3.9%
11,"埼玉
※4","10,715","270,128",4.0%
12,千葉,"8,388","193,270",4.3%
13,"東京
※1","47,990","866,984",5.5%
14,神奈川,"15,397","289,534",5.3%
15,"新潟
※3※5",414,"24,941",1.7%
16,"富山
※3※5",475,"19,337",2.5%
17,"石川
※3",922,"25,527",3.6%
18,"福井
※3",333,"17,048",2.0%
19,"山梨
※3",454,"14,198",3.2%
20,"長野
※3※5",991,"38,731",2.6%
21,"岐阜
※5","1,544","52,060",3.0%
22,"静岡
※3※4","2,227","70,589",3.2%
23,"※3※4※5
愛知","12,820","162,270",7.9%
24,"三重
※3","1,086","24,205",4.5%
