,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,627","36,329",4.5%
2,"青森
※３",33,"1,731",1.9%
3,"岩手
※３※６",9,"2,218",0.4%
4,"宮城
※３",184,"7,146",2.6%
5,秋田,43,"1,554",2.8%
6,山形,76,"3,005",2.5%
7,"福島
※３",106,"11,990",0.9%
8,茨城,456,"9,383",4.9%
9,"栃木
※３",277,"18,653",1.5%
10,"群馬
※３※６",307,"10,523",2.9%
11,埼玉,"3,256","89,463",3.6%
12,千葉,"2,495","45,444",5.5%
13,"東京
※１","17,875","260,990",6.8%
14,神奈川,"3,904","91,480",4.3%
15,"新潟
※３",130,"8,383",1.6%
16,"富山
※６",308,"6,694",4.6%
17,"石川
※３",475,"4,097",11.6%
18,"福井
※３",155,"5,899",2.6%
19,"山梨
※３",140,"8,681",1.6%
20,"長野
※３※６",149,"10,909",1.4%
21,"岐阜
※６",516,"15,311",3.4%
22,"静岡
※３、５",418,"19,352",2.2%
23,愛知,"3,744","39,879",9.4%
24,"三重
※３",284,"7,642",3.7%
