,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",117,"3,359",3.5%
2,京都,566,"14,454",3.9%
3,"大阪
※３※６","2,541","56,462",4.5%
4,"兵庫
※３,４,6",841,"19,396",4.3%
5,"奈良
※６",163,"5,045",3.2%
6,和歌山,96,"5,105",1.9%
7,"鳥取
※３",5,"2,246",0.2%
8,"島根
※６",25,"2,010",1.2%
9,岡山,44,"2,398",1.8%
10,"広島
※３",213,"9,379",2.3%
11,山口,42,"3,319",1.3%
12,"徳島
※３",10,"1,440",0.7%
13,"香川
※６",44,"3,921",1.1%
14,愛媛,83,"2,743",3.0%
15,高知,76,"2,137",3.6%
16,福岡,"1,060","19,537",5.4%
17,"佐賀
※３",49,"1,801",2.7%
18,⻑崎,44,"5,020",0.9%
19,熊本,51,"4,588",1.1%
20,大分,60,"5,819",1.0%
21,宮崎,20,"1,838",1.1%
22,鹿児島,172,"8,314",2.1%
23,沖縄,155,"3,777",4.1%
24,"⻑崎船
※２
その他",149,-,-
25,合計,"25,807","562,828",4.6%
