,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",478,"11,177",4.3%
2,京都,"1,659","38,110",4.4%
3,"大阪
※３※６","10,060","170,193",5.9%
4,"兵庫
※３,４,6","2,570","52,326",4.9%
5,"奈良
※６",554,"19,076",2.9%
6,和歌山,236,"9,019",2.6%
7,"鳥取
※３",36,"5,218",0.7%
8,"島根
※６",137,"5,302",2.6%
9,岡山,148,"7,861",1.9%
10,"広島
※３",475,"19,573",2.4%
11,山口,195,"8,829",2.2%
12,"徳島
※３",147,"6,765",2.2%
13,"香川
※６",93,"10,074",0.9%
14,愛媛,114,"3,973",2.9%
15,高知,137,"3,400",4.0%
16,福岡,"5,003","46,542",10.7%
17,"佐賀
※３",244,"5,686",4.3%
18,長崎,236,"17,268",1.4%
19,熊本,571,"16,066",3.6%
20,大分,158,"15,504",1.0%
21,宮崎,344,"8,455",4.1%
22,鹿児島,376,"17,562",2.1%
23,"沖縄
※３","2,352","36,091",6.5%
24,"長崎船
※２
その他",149,0,-
25,合計,"78,234","1,650,939",4.7%
