,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",99,"1,686",5.9%
2,京都,358,"7,493",4.8%
3,"大阪
※３","1,780","27,552",6.5%
4,兵庫,699,"10,537",6.6%
5,奈良,91,"2,754",3.3%
6,和歌山,63,"3,602",1.7%
7,鳥取,3,"1,288",0.2%
8,島根,24,"1,078",2.2%
9,岡山,25,"1,621",1.5%
10,"広島
※３",167,"6,696",2.5%
11,山口,37,"1,653",2.2%
12,"徳島
※３",5,699,0.7%
13,香川,28,"2,065",1.4%
14,愛媛,78,"1,824",4.3%
15,高知,74,"1,732",4.3%
16,福岡,658,"11,715",5.6%
17,"佐賀
※３",47,"1,372",3.4%
18,⾧崎,17,"2,645",0.6%
19,熊本,48,"3,820",1.3%
20,大分,60,"3,801",1.6%
21,宮崎,17,"1,339",1.3%
22,鹿児島,10,"1,685",0.6%
23,沖縄,142,"2,806",5.1%
24,"⾧崎船
※２
その他",149  -,,-
25,合計,"16,362","227,445",7.2%
